id,text,polarization,text_en
rus_7fc7559ac6b8983904d374255365bc7a,увидела в ленте твит про гендер перцев и так подушнить захотелось никогда такого не было и вот опять,0,I saw a tweet on the tape about the gender of peppers and I just wanted to dry it up.
rus_343cac6c40f4bbebf6de5c402e4db94e,Слегка кекаю  что радфем девочка лайкнула пост  хотя я ожидал жесткой реакции с финалом в виде блока,0,A little quekay that radphemia girl liking the post even though I was expecting a tough reaction with the finals as a block.
rus_8fbde73df8d4b0aa5f2fd9b8b552fc2e,эмоциональная стабильность? май сиблинг ин крайст у меня даже гендер нестабильный  о чём ты вообще 💀,0,I don't even know what you're talking about.
rus_eb1c24befd545c1adcb22716a020ba41,А помните раньше были такие физики и лирики  думаю ща будут айтишники и эзотерики  такая перспектива,0,"And remember, there used to be such physics and lyrics, I think I'm gonna have ithics and esoterics like that."
rus_ef1cb146a8da708e0004c4588f364d26,@USER санкции США  сейчас отражаются именно на самом западе   поэтому им стоит даже не стараться,0,"@USER U.S. sanctions are now reflected in the very west, so they shouldn't even try."
rus_fd08e273c177967c587378363a248d69,ЕС ввел санкции против ЦИК Беларуси  заводов из Минска и сельхозфирмы  связанной с немецким политиком,0,The EU has imposed sanctions on Belarus &apos; CEC factories from Minsk and an agricultural firm linked to German politics.
rus_acdba9c3e87937c5be3f80601b947152,В приложении выскочила реклама гачи по Наруто  которую озвучивала нейронка и у которой Саске стал Сашкой,0,"In the app, a Gachi ad on Naruto was released by a neuron who had Saske become Sashka."
rus_c164bfd595f8ebe8ca38b16a778986cc,@USER Чувствую себя самозванцем  так как айтишник  моюсь и не чувствую синдром самозванца от этого 🤭,0,@USER I feel like an impostor because I'm doing I.T.I. and I don't feel impostor's syndrome from it.
rus_dd6775630c98167d029837c31a96378d,Похвалите себя  пусть эта нейронка скажет вам какой/ая вы молодец  как старались и что каждый шаг важен.,0,"Praise yourself, let this neuron tell you what you've done as hard as you've done and that every step is important."
rus_17f7ce05357cb55cc94c507dc4305f09,США вводят санкции против российской IT-компании Aeza Group и ее руководства  сообщили в Минфине страны.,0,The United States has imposed sanctions against the Russian IT company Aeza Group and its leaders have reported the country to the Ministry of Finance.
rus_c5f5938c3c18428d590df169eb92b56e,А ты думал диктатура это летающие единороги а на улице бесплатно раздают мороженное или что то похожее:),0,And you thought dictatorships were flying unicorns and they give out ice cream or something like that on the street:)
rus_ecd83903b1ddf970d245394c92ec02ed,@USER Это когда надо подумать о чём-то большем  чем пропаганда в соцсетях  макдональдс и бензоколонка,0,@USER It's when you have to think about something more than propaganda on the macdonalds and gas station social media.
rus_8f0bc83fd9f5226236b5f9214e7a9bc6,мне надо сделать каминг аут  я чищу персики  я просто не могу их кусать они такие волосатые и противные😫😫😫,0,I have to make a fireplace out of here. I'm cleaning peaches. I just can't bite them. They're so hairy and nasty.
rus_6c31513fbe1ba8c618fbfa6133d3cfa5,В Берлине сообщили  что европейцы ужесточат санкции против режима в России после разговора Трампа и Путина.,0,"In Berlin, it was reported that Europeans would tighten sanctions against the regime in Russia after Trump and Putin spoke."
rus_e1ae11a6cf36f1530c9cc1f434dfbc7a,Госсекретарь США Рубио выступает за новые антироссийские санкции  но Трамп против  сообщил журнал New Lines,0,"U.S. Secretary of State Rubio is advocating new anti-Russian sanctions, but Trump has reported New Lines magazine."
rus_6a911f754d97b831f22e71602864c97a,по сути по каким-то там стандартам молодежь от 14 до 35 так то утвержденный возраст в нашей стране в 20 году,0,"in fact, by some standards, young people between 14 and 35 years old in our country in 20 years."
rus_524219b8f9a4cb5c140ae59b16ef90d5,ну  у меня есть материалы  так что часть сама  часть может поможет нейронка  если мне не будет хватать объёма,0,"Well, I have the materials, so part of it can help the neuron if I don't grab the volume."
rus_bcc2731038569a4670ab0e78b93b39cf,@USER Антон совершил каминг аут и признался  что на самом деле он Антон Красовчук (а по матери Красовенко),0,@USER Anton made a fireplace out and admitted that he was actually Anton Krasovchuk (and Krasovenko's mother)
rus_e5abb9e9d5308c1a25ab4fb84c2b0e1c,Дмитрий Рогозин заявил  что США не собираются отменять санкции в отношении российских космических предприятий.,0,Dmitri Rogozin stated that the US was not going to lift sanctions against Russian space enterprises.
rus_399bb5027405bc3b29bf8812b754d1e5,@USER Всё просто  национальность - выдуманный конструкт  поэтому вообще надо положить  кто там что говорит),0,"@USER It's just a nationality, it's a fictional design, so you have to put whoever says it at all."
rus_6acce3553ec42319e19e1f2b1a22fd0a,"если это нейронка  то ответ напрашивается сам собой
хотя видно  что хотя б над Мидеем поработали по-человечески",0,"If it's a neuron, then the answer is self-evident, though you can see that even though the Medei would have been treated in a human way."
rus_57b5e5eb92a290ca22834c4e09bdf277,"США вводят санкции против Газпромбанка  Сбербанка  Открытия  Совкомбанка  Новикомбанка

Акции банков летят вниз",0,The U.S. has imposed sanctions on Gazprombank Sberbank Open Sovcombank Novicombank Bank.
rus_393b2733fe9bcbf3c61f9c17756aa87f,Вывсёврёти! Президент сказал что экономика растёт и санкции нипочём! Что мне доллар? Я зарплату в рублях получаю!,0,The president said that the economy is growing and the sanctions are growing.
rus_de598ca7d3d786ef6838d69a04f8df97,я как радфем уже решила что буду юзать исключительно ши хер она ее лол нахуй they это я перевожу текст значит мои правила,0,"I've already decided, as a Radfem, that I'm gonna be just fucking jerking off. She's fucking with her. That's me translating the text. That means my rules."
rus_d45efce10c7956d71892ce2ab600738d,Холодильник пал смертью храбрых в битве с телевизором. Отними у них зомбоящик  ничего и не останется. Пустота и... пустота,0,The fridge fell to the death of the brave in battle with the TV.
rus_561e1d6a72580e2e2a8b80ca1bc7d976,"@USER @USER Я атеист а в приметы с детства не верю поэтому понимаю что ему просто не повезло
Он потом летал как пьяный",0,"@USER @USER I'm an atheist and I don't believe it since I was a kid, so I know he's just not lucky."
rus_79cad402d05a7919251595c060631981,"Я щас сдохну от смеха  мою фотку кинули в нейронку  И НЕЙРОНКА ПОДУМАЛА ЧТО Я ПАРЕНЬ

из разряда
 
-- У нее хуй
-- зато какой!",0,I'm gonna die laughing. My picture was thrown into the neuron and the Neironka thought I was a fucking cock.
rus_2ab4713938f0afa6af4b232edb08828f,"(флешмоб представься через четыре фильма)

два про вторую мировую  один про первую и ещё один жуткий психодел про поздний совок",0,Two about World War II one about the first and another creepy psychedelic about late starters.
rus_1d9de3e415ed432ae675e06fa452a050,"кстати  благодаря всем этим отключениям московские зумеры могут  хоть и ненадолго  погрузиться в настоящий  тот самый ""совок"".😄",0,"By the way, thanks to all these shut-downs, Moscow's tamers can sink into the real ""couple"" for a little while."
rus_2d6ce8c51eaf6d8b28fd563f853ab814,@USER Пишут ещё  что нет USD-A и HDMI портов в отличие от X1. Не хочется таскать с собой коробки переходников  как яблочники.,0,@USER writes that there are no USD-A and HDMI ports as opposed to X1.
rus_6da566e7f6658e701a4a77001c58e47b,"Оказывается  Госдеп США действительно выделял средства на поддержку ""Единой России"". Об этом в своё время заявляла Виктория Нуланд.",0,"Turns out the U.S. Department of State did allocate funds to support the One Russia, which Victoria Nuland claimed at the time."
rus_c782c18cc4c7775a4ae06f10c909fb41,"@USER ойо это весело
паспорт Латвийский
в нём национальность Украинка
родной язык Русский
Но думаю и сама с собой говорю на Английском",0,@USER oyo It's fun to have a Latvian passport in it It's the citizenship of the Ukrainian mother tongue Russian but I think I'm speaking English to myself
rus_948f683b6e649cbf553c0449918510d1,Интересно  теперь чью песню(русскую) слушает российская молодежь  если ей/ему не нравится электронная музыка  ведь список хитов полон таких…,0,I wonder whose song the Russian youth listens to now if she/he doesn't like electronic music because the list of hits is full of these...
rus_73ce6ff632041821967abb88a26b6cdb,У меня автоматически клава на телефоне пишет с большой буквы. А на пк я с рождения мизинец на шифте держу... Как зумер объявляю зумерам войну,0,"I've got an automatic clove on my phone writing with a big letter, and I've been having a little pinkie on my chiffe since I was born, and I've been..."
rus_8b8b99f6e291caadb43d2a4a552ab007,Премьер-министр Канады Карни заявил  что Канада введет новые финансовые санкции против России. В списке будет более чем 40 субъектов в России,0,Prime Minister Carney of Canada has announced that Canada will impose new financial sanctions against Russia.
rus_9dd44731a8b7eb3ca19d864a23feed81,Господи  я совершенно не умею писать промты даже на русском языке. Но  как ни странно  нейронки меня понимают (видимо их обучали понимать тупых),0,"God, I don't even know how to write proms in Russian, but weirdly, the neurons understand me."
rus_60a028643dbfd2a556fe8082fcf24c99,"Это конечно абсолютно точно не похоже на общение с психологом или  процессе психотерапии
Нейронка скорее как помощник анализатор в вашей рефлексии",0,"It certainly isn't like communicating with a psychologist or the neuronc's psychotherapy process, more like an assistant analyser in your reflexia."
rus_d7df62ad30f4a05250d20ee381527e0c,Почему мы так мало говорим о том  что до сих пор неизвестно  как древние славяне изначально называли медведя до того  как это имя было табуировано,0,Why do we talk so little about what is still unknown as the ancient Slavs originally called the bear before that name was taboo
rus_84a6900e4d0d362edd7c5c4bed0cad36,Молодежь должна оставаться бдительной и поддерживать друг друга во время пандемии  помогая тем  кто страдает от физических и психологических последствий.,0,Young people must remain vigilant and support each other during the pandemic by helping those suffering from physical and psychological consequences.
rus_32b6ec2328b8e4c59e1aa1f78bbd0c3f,Каминг-аут тут такие прекрасные люди  что у меня начинает проявляться вот этот уровень восхищения и интереса  когда я человека в гости начинаю хотеть позвать,0,Caming-out here is such a beautiful person that I'm starting to show this level of admiration and interest when I'm going to invite a person to visit.
rus_2af55e544a1295a1492f7a8ccb4df92c,К Telegram будут применяться более строгие санкции после запуска национального мессенджера Max  заявил глава комитета Госдумы по информполитике Сергей Боярский.,0,"Telegram will be subject to more severe sanctions following the launch of the national Messenger Max, the head of the State Duma Committee on Information Policy, Sergei Boyarsky."
rus_1c781cbedd771fab1f7d3eb8a9cbfdf2,Скорее всего дело тут не в сезонах  а в семенах. В России просто нет своих семян. Покупают из-за границы  а так как санкции  то логистика нарушена очень сильно. 🤷‍♂️,0,"It's probably not about seasons, it's about seeds, it's just there's no seeds in Russia, it's bought from abroad, and because the sanctions are very much broken."
rus_4f3fd2060e8f6defc7caf5c022b4b953,сексизм  эйджизм  милитаризм головного мозга и беды с короной всего за 34 секунда репортажа  бьём антирекорды✊😔,1,Sexism eigism by militarism of the brain and troubles with the crown in just 34 seconds of reporting an anti-record hit.
rus_6f4eb6b0633c4f1e84ffb6ce7d4df87b,@USER @USER И то перебивали- российская пропаганда. Бандеровская  фашистская  нацистская- можно. Российская- нельзя.....,1,"@USER @USER And then interrupt Russia's propaganda, Banderov fascist Nazi-- you can't-- Russian-- you can't--"
rus_45b9135b058e0b618ed7be8cf0486de1,Тот момент  когда попы признали необходимость всеобщего карантина. Так  глядишь  разум и к атеизму приведёт,1,"The moment the butt admitted the need for a universal quarantine, that's how you look at the mind and the atheism."
rus_5eef0ef4286ee7cf62bac5c20d38dd25,@USER @USER не надо быть как ватники:  кругом враги. Там работают отличные журналисты.Дождь так вообще герои.,0,@USER @USER don't have to be like vats: there's a lot of enemies. There's great journalists there. The rain is so much like heroes.
rus_41173be2075db6146e1863b9ff7e7fe3,@USER Вася  они не мусульмане  им свиной жир пофиг.,0,@USER Wasa they're not Muslims they don't care about pig fat.
rus_a218e53c1be8559fd7d453ffa7680279,@USER Странные картинки  странный пост  впрочем это же гнилая  опальная  беглая либеральная типа оппозиция…,1,"@USER Weird pictures weird post, but it's a rotten, runaway liberal opposition type..."
rus_1b6c6bf42ccd7e446b96a52b7bcf6298,Проблема Европы в том  что она утратила свой тысячелетний иммунитет против вируса ислама. Тот самый иммунитет  который позволил европейской цивилизации стать мировой цивилизацией номер 1 в прогрессе  науке  культуре  качестве жизни людей. Эрдоганище этим пользуется,1,"Europe's problem is that it has lost its thousands of years of immunity against the Islamic virus, the immunity that has allowed European civilization to become world civilization number 1 in the progress of science culture in the quality of human life."
rus_aacf6d940fad7b07f958d8fa5f88aaec,@USER @USER @USER вся русня фашисты и невзоров тоже,1,@USER @USER @USER The whole line of fascists and blinds too
rus_03249c89e6358161d7121a1d51bbb56b,"@USER Вова  ты дебил.)
Хотя оно видно и по серпу-молоту.
Коммуняки - фашисты по своей сути были и будут пока все не издохнут.",1,"@USER Vova, you're an idiot.) Although you can see it in a sickle youth. Communes-- fascists were, by their very nature, and they're gonna die."
rus_7fda551dbd13a8264a8c2b1e689a6027,@USER В исламе женщина имеет ценность  а не тело  чтобы развлекать мужчин  поэтому примите ислам  религию,0,"@USER In Islam, a woman has value not a body to entertain men so adopt Islam religion"
rus_aadf31d3d92c4df840062d72645fcb48,после прибытия четырех грузовиков с солдатами верующие разбежались по домам. Мэр наутро заявил  что по имеющимся видео и фото будет идентифицирован каждый  и этот каждый будет на 14 дней изолирован как потенциальный разносчик инфекции.,0,"After the arrival of the four trucks with the soldiers, the believers ran from house to house, and the mayor announced on the morning that the available video and photo would identify each of them and that each would be isolated for 14 days as a potential vector of the infection."
rus_cdaeb39ffd3afdfc2559d95025b2de14,@USER русня поставила себе как нация…дегенераты  не более.,1,@USER the Rusna gave herself as a nation... degenerates no more.
rus_14cd3a470c59d38a5eb0163f6ebf6b58,@USER Запад и США потеряли Украину  навсегда  и плевали Русские на санкции,1,@USER West and USA lost Ukraine forever and spit Russians on sanctions
rus_e43c25e4a710593b3cb7a6ef9f9884fc,А вот если ты АТЕИСТ  а твои родители верующие и на Пасху они с утра тебе говорят Христос Воскрес им отвечать Воистину Воскресе? Тип с одной стороны ты атеист  а с другой  ну не молчать же в ответ родителям,0,But if you're ATEIST and your parents are believers and on the Easter they tell you in the morning Christ Resurrection to answer them.
rus_8d2fc7e3081362bffbd042abb6aad7a7,@USER О чем там можно разговаривать пока нацисты бандеровцы герои?,1,@USER What can we talk about while the Nazis are heroes?
rus_b6d301ad2e7ed9ef305b1febc936e6b8,"@USER @USER Грёбаные коммуняки-карьеристы.
Не путать с настоящими коммунистами!",1,"@USER @USER Fucking career communicators, don't mess with real communists!"
rus_333a37b36f9d5af377cf3e787ca85e96,@USER Мечети  знаю  принимают. Чуть ли не с первого дня. И наконец-то присоединились православные храмы.,0,"@USER Mosques I know receive, almost from day one, and the Orthodox temples finally joined."
rus_247d9a082b2ae46cc3fdc41d3bb07e3a,"Поясняю как могу 
С начала марта многие мусульмане держат пост  а после него следует праздник Ураза байрам и его все муслим  страны должны праздновать в один день 
Начала и конец месяца считают по новолунию в Саудовской Аравии  т.к она является ""центром"" для ислама",0,"Since the beginning of March, many Muslims have held a post, followed by the Uraz Byram festival, and all the Muslims of the country are to be celebrated on the same day at the beginning and the end of the month is counted on the new moon in Saudi Arabia as being the ""centre"" for Islam."
rus_70a9a11ebea6c13c892b4fecf2693f55,"а наша единственная реакция была ""ну с прибабахом  зато не зетник и руки золотые"". Я даже погуглила как его мировоззрение называется    у исследователей это СОПКА  почитайте  такая веселая шиза!",0,"And our only reaction was, ""Well, with a dick, it wasn't a bastard and the hands are gold."" I even Googled what his worldview is called by researchers."
rus_91435f7fda4007815a404c5ae9935949,"""феминистки"" опять плачут что они больше страдают от короны чем мужчины. Чем бы дитя ни тешилось",1,Feminists cry again that they suffer more from the crown than men.
rus_84d65770aa3717a3feb2aa9e50186cb1,"@USER Ватники вообще по своей больной идеологии считают что Германия - это территория России .
5 Колона бля .",1,@USER Vatniks in general believe Germany is the territory of Russia. 5 Column fucking.
rus_f18d00507082300392487ff4f95f645e,"― Мужчину от 45 лет.
― Заботливого.

В этой стране милфам самим нужен папик («щедрого»). Ментально (или нет). Даже в сегменте 40+ мужчина этих лет не застрахован от хронических эскортниц («2 по 20. ДОРОГО») и всякой нечисти. А ведь он ждёт от женщин некоей личностной глубины.
#сексизм #Mamba #Россия",1,"'A man of 45 years old. 'Careful. In this country, the Milfs themselves need a daddy. 'Mintly (or not). Even in the 40+ segment, a man of these years is not immune to chronic escorts.'"
rus_f6eaa3a49d6f071893f689b96ffb7cc1,Почему я не люблю людей? Потому что люди твари которые даже в твитере воруют чужие фото с чужими собаками выдавая их за свою доброту. Вот я злая  но скажу вам: мы заслужили этот вирус и все что с нами происходит. Мы твари. Вирус это мы и эта Земля устала от нашего скотства,0,"Why don't I love people? Because people are things that even on Twitter steal other people's pictures of other people's dogs impersonating them for their kindness. Now I'm evil, but I'll tell you, we deserve this virus and everything that's happening to us. We're creatures. The virus is us and this Earth is tired of our cattle."
rus_d1dc0fd0939c0ac14efcbb1654986250,я помню вопли на РПЦ. когда в Петербург привезли мощи и верующие многочисленные  пошли им поклониться.Они не только поклонялись они целовали икону.Их пришло 70 000 человек.на 5 апреля в Петербурге 191 заболевший.Я не против карантина  отнюдь  Бога не надо искушать,0,"I remember yelling at the RTC when the powers came to Petersburg and the believers went to worship them many times. Not only did they worship the icon. They came 70,000 people. On 5 April in Petersburg 191 sick. I don't mind the quarantine."
rus_a03d9d9f9a3cc2857a487478ca56d8bb,ВИЛАЯТ МУРМАНЧО. Кафиры отправили к гуриям муджахида Исламского государства  который готовил акт Джихада во время карантина. Среда обитания этого муджахида указывает на то  что он принадлежал к Бомжовскому джамаату,0,The Kafirs sent Mujahid of the Islamic State to the guriars who prepared Jihad's act during the quarantine.
rus_5e14aa9ab8fb9c53936d550c5f58f867,@USER А кто постоянно вводит санкции  блокирует Северный поток 2 итд?,0,@USER And who keeps imposing sanctions blocking the Northern Flow 2 Itd?
rus_a48c10371c7bac9839bb95fe113668ae,"тогда я написала её радфем подруге (до этого они снимали тиктоки вместе) мол ""с *имя девушки* всё нормально ? ей нужна помощь ?""  на что ответ был: ""да  с ней всё хорошо  муж ей попался норм чел  добрый  всё разрешает""  ..",0,"Then I wrote it to a friend's radfem (before they filmed the tictoki together) saying, ""Is the girl's name okay?"" She needed help? The answer was, ""Wow, she's got a good husband, she's got a good man who lets things go."""
rus_40ff4eeca7b3f8ef81e5bb9831a71189,"Недавно вообще какой-то чинуша сказал  что на Яндекс музыке слишком много иностранной музыки  а это типо пропаганда. И говорит мол нужно оттуда это удалить и оставить чисто русские контент.

Чел  потеряйся в своей гомосексуальной норе и молчи",1,"Recently, some chunusha actually said that Yandex music is too much foreign music, and it's kind of propaganda, and he says he has to remove it from there and leave it purely Russian content."
rus_84b8fd982b32a057ed61948d6cdb7d9e,"― Тарелочница  да ещё и меркантильная.

Аж премиум купила  в провинции это красный флаг в женских анкетах: всё очень серьёзно и строго  халявщикам-«пополамщикам» и иной гендерной нечисти местные (не) дамы не рады.

И нет  она не шутит. Любовь — для лохов. Мужчины  очнитесь!

#сексизм #Twinby #Россия",1,"I've bought this red flag in the province on the women's forms: it's all very serious, and it's strictly free-rider ""half-doers"" and other gender impurity the local ladies aren't happy. And no, she's not joking. Love is for suckers. Men wake up! #sexism #Twinby #Russia"
rus_5dee6086373caf95969aab0b9dfcd8a4,я хотел просто услышать какой-то вывод. простая констатция фактов  что мужчины совершают больше преступлений потому  что очевидно более агрессивны это не вывод. Ваш вывод - все мужики насильники  газлайтеры и абьюзеры. но его нельзя сделать из этой статистики,0,I just wanted to hear some conclusion. A simple statement of the fact that men commit more crimes because obviously more aggressive is not a conclusion.
rus_fadff6c2e658579dca79a87504bcfe51,@USER @USER Это не оппозиция  а откровенная агентура внешних врагов.,1,"@USER @USER is not an opposition, but a frank agent of external enemies."
rus_33f48254c2f3b64f9b9f6a8d7784bcd5,@USER А левая диктатура разве невозможна?,0,@USER Is left dictatorship impossible?
rus_3596702d29500f60f2492160d02bfb45,"Прослушал 15 часов разбора Божественной комедии Данте.
Увы  но я всё ещё атеист.

Сегодня приснилось  что я зашёл в вонючий деревянный сортир  а он взял и куда-то поехал. И я с ним  держась за стенки.",0,"I've been listening to Dante's God's comedy for 15 hours, but I'm still an atheist, and I dreamt today I walked into a stinking wooden toilet and he took it and went somewhere, and I held onto the walls with him."
rus_88871a9505619868c3560acc44ed6fe3,"Маск ... Вспомнил сцену из сериала the boys. Супергероиня Штромфронт  фашистка ставшая популярной блогеркой в наши дни в беседе произносит: ""люди любят меня  им нравится что я говорю  им просто не нравится слово нацист"". 
Хороший сериал  очень современный и неглупый  хоть порой им и притворяется.",0,"The mask... reminiscent of the scene from the show ""The Boys."" The superheroin Stromfront fascist, who has become a popular blogger these days, says, ""People love me, they like me that they just don't like the word Nazi."" A good show is very modern and not stupid, even sometimes pretends to be a Nazi."
rus_d22cb7b759a8a1ccca8841980267bb6f,"Это - исторический факт  который многие мусульмане просто отказываются видеть. Им бы всё захапать побольше территорий  которыми они не в состоянии управлять  и в этом они похожи на русских.
Пусть научатся жить мирно с соседями  и тогда не будут отгребать от евреев.",1,"It's a historical fact that many Muslims simply refuse to see, and they'd have more territory they couldn't control, and they'd be like Russians, so they'd learn to live in peace with their neighbors, and then they wouldn't get away from the Jews."
rus_9051c3e03a6091a2ac3fafcf9e61ab33,"Да  согласен. Они реально его недооценивают. По словам выше упомянутого Липсица  в США нет ни одного специалиста по нынешней России. Они вообще не врубаются в процессы и последствия там происходящие.
Санкции не работают % на 80.
 Поэтому Путин ""кинет"" Трампа.
КГБист по любому обманет барыгу.",0,"They don't really appreciate it. According to the above-mentioned Lipsitz, there isn't a single specialist in Russia in the United States, they don't get into any of the processes and consequences there. Sanctions don't work at 80 percent."
rus_bbc6213791d5840354735c22d7634ddc,+ люди забывают что у нас светское государство  власть отделена от церкви и никакая религия не признаётся государственной В связи с этим вопрос. ЧЕМ ВАС ТАК ВОЗМУТИЛО ВВЕДЕНИЕ ПАТРИАРХОМ МОЛИТВЫ ПРОТИВ ВИРУСА КОТОРУЮ МОГУТ ЧИТАТЬ ВЕРУЮЩИЕ ЛЮДИ? НЕ ПОНИМАЕТЕ  ТАК НЕ ЧИТАЙТЕ???,0,+ People forget that our secular state is separate from the church and that no religion is recognized as a public matter.
rus_01074a815d10212330a0fe3367db3581,@USER Так левые блять и обвиняют. Какого хера нельзя просто защищать ислам  без обсёра христианства?,1,@USER So the left fucking accuses you. Why the fuck can't you just defend Islam without a Christian lead?
rus_53a20534a830983a6defcc72848c2f42,@USER Будем молиться Богу  чтобы все рашисты на Украине стали героями!,1,@USER Let's pray to God that all racists in Ukraine become heroes!
rus_660a2a4441bed86bbe409a1e0c087c24,@USER Слава Богу  что у России такая оппозиция....,0,@USER Thank God Russia has such opposition...
rus_547df80e7bc6a8110595f49d31bbadb6,Верят люди что в 1941-м с иконой на самолёте вокруг Москвы облетали по приказу Сталина и это остановило немцев.А это по приказу Путина.После будут громче всех кричать что молитвы и крестный ход остановили пандемию Религия-это то что удерживает бедных от убийства богатых Наполеон,1,"People believe that in 1941, with an icon on a plane around Moscow, they flew on Stalin's orders, and it stopped the Germans. And that's on Putin's orders. Then they'll scream louder that prayers and the godfather's move stopped the religious pandemic. That's what keeps the poor from killing the rich Napoleon."
rus_b234d34d4206c8f339a0307ef4cfa0b2,То  что сейчас происходит с COVID и экономиками - не было неожиданностью для меня. это всё было легко предсказуемо. но кто послушает таких как я? ведь легче сказать что мы идиоты  шизофреники  сумасшедшие. а я ещё скажу: феминизм  фанатизм и прочая антинаука -не доведут до добра,0,"What's going on with COVID and the economy is no surprise to me. It was all easy to predict, but who's gonna listen to people like me? It's easier to say that we're schizophrenic idiots are crazy."
rus_8005cb1001e5f93a2534c22534cba0ab,нет. причин там несколько. и даже если все турки примут католичество - это не поможет ),0,"No. There's a few reasons. And even if all the Turks accept Catholicism, it's not gonna help."
rus_48c3356205a08575ea5a1d69828e6840,"То же самое было в Германии  когда евреев отлавливали и ставили им знаки отличия  чтобы носили. 
В Америке сейчас ровным счётом происходит тоже самое  только с мигрантами. Они делают всю тяжёлую работу  как и узбеки на стройках  ибо никто туда работать не пойдёт.",1,"The same thing happened in Germany when the Jews were caught and labeled to wear, and in America right now the same thing happens to migrants, and they do all the hard work like the Uzbeks on the buildings because no one's going to work there."
rus_390a5a6f00a089eb2fa5b9ec55331b4b,1/4: Анализ торговли показывает  что после начала санкций импорт в РФ подорожал. Товары из стран  вводящих санкции  стоят на 4.2%–7.5% дороже  из нейтральных стран – на 2.5%–3.5%. США-санкции: рост цен от нейтральных стран до 6.5%.,0,1/4: Analysis of trade shows that imports in the Russian Federation have been expensive since the beginning of the sanctions. Goods from countries imposing sanctions cost 4.2% - 7.5% more from neutral countries - 2.5% - 3.5%. US-sanctions: rising prices from neutral countries to 6.5%.
rus_bf30b7bce2548ac6dfd0da5896df72be, Я всё отмечаю  хотя атеист (хотя со мной всё понятно). Католическое Рождество отличный светский праздник  уже имеющий довольно мало отношения к религии,0,"I'm celebrating everything, even though the atheist (even though I understand everything), the Catholic Christmas is a great social holiday already having very little to do with religion."
rus_e5bc61c208c996e80bf15da8ac249fa9,@USER То есть  человек который набил свой герб на теле он нацист?),0,@USER So the man who put his coat of arms on his body is a Nazi?)
rus_2229451b36bdeaf78b1d2dc0a2415a70,Почитал про верующих в период самоизоляции и в Пасху. 87% собираются остаться дома. Может не такие уж они и дураки эти верующие?,1,I read about the believers during the period of self-isolation and Easter. 87% are going to stay at home.
rus_380878b719e2fad1fb47179e96ef4483,"Трамп пообещал снять санкции с Ирана при условии  что Тегеран будет ""мирным""",0,"Trump promised to lift the sanctions from Iran on condition that Tehran was ""peaceful."""
rus_c8aaa4bede863e903c27704c75dea82b,@USER Мусульмане очень даже курят. Этот недоумок наверняка ещё и обкурен.,0,@USER Muslims even smoke very much. This idiot must also be bitten.
rus_98518215ff12739d8ea17722e3fc7850,Тут народ накопал в архиве-как Паша способствовал распространению вируса.За это с гебнявого патриархата тоже нужно спросить за распространение.Почаевская лавра тоже заражена-4 молдаван привезли оттуда домой вирус.,1,"This is where the people dug up in the archive-- how Pasha contributed to the spread of the virus. That's why he's a fucking Patriarchate, too."
rus_a4b0e41d1f9d59deb4c7e649db1d6526,@USER Это странно  он же всегда вроде под защитой должен быть учитывая что мусульмане вечно призывают к его убийству и угрожают.,1,"@USER It's weird he's always supposed to be protected, given that Muslims are always calling for his murder and threatening him."
rus_57a952456358b83370b0ed5637be215a,@USER Вы хохлы за Донбас ещё ответите суки продажные мы вас с лица земли сотрем,1,@USER You're the forelock for Donbas You're gonna answer the dirty bitches we're gonna wipe you off the face of the earth
rus_78a56e9fe62ab3c3cf6e4ee2542ee77e,Я думаю  многочисленные городские маргиналы  не имеющие даже номера соц. страхования  не то что мед. страховки - БОМЖи  нелегальные мигранты и пр.  в офф. статистику умерших от COVID   вообще не попадают. Наверное в этом дело  а не в 5000. И мэр NY  видимо  что-то знает.,1,"I think a lot of urban marginals that don't even have social insurance numbers aren't like health insurance--BOMG illegal migrants and so forth-- death statistics from COVID don't even get in at all, probably not 5,000, and the mayor of NY seems to know something."
rus_889faea64593586ecf65592d3d61b999,@USER @USER Есть враг с которым нельзя договориться  это бандеровец.,1,@USER @USER There's an enemy that you can't negotiate with this thug.
rus_b48044bd3cf060a0a976d117b40c14d9,"Хочется втащить людям  которые на карантин реагируют ""чувствую себя  как евреи в гитлеровской германии"". По нескольким причинам сразу.",1,"I'd like to drag people who respond to quarantine, ""I feel like Jews in Hitler's Germany."" For a few reasons at once."
rus_ed0fa61b38883e1c0849dbf8d7d607d7,"она высокая  радфем  атеистка и наш диалог идëт очень плавно  без ощущения  что кто-то вкладывается больше/меньше 
а ещë меня не засрали за магическое мышление
как тут ни на что не надеяться?",0,"She's a high-end atheist, and our dialogue goes very smoothly without feeling that someone else is investing more or less and that I'm not fucked up by the magical thinking that I can't hope for anything?"
rus_e90e675fd80f13404bbf524c09cf06eb,Обидно то что Хохлы подыхая и сгнивая в ямах реально проёбывают и теряют страну   а эти ребята погибли за Победу . Скоро вся недоукраина станет Россией !,1,"It's a shame that the Hohls, dying and rotting in the pits, are really gonna fuck off and lose the country and these guys are gonna die for victory."
